tactic_labels,technique_labels,sub_technology_labels,text
"['TA0005', 'TA0004']",['T1134'],['T1134.005'],monitor change account management event domain controller successful failed change sid-history.
['TA0005'],['T1562'],['T1562.008'],"monitor change account setting associated users/tenants may impact defensive logging capabilities, update user change user license event azure ad audit log."
"['TA0003', 'TA0004']",['T1098'],['T1098.004'],monitor change suspicious process modifiying /etc/ssh/sshd_config.
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.005'],monitor change binary service executables may normally occur software updates.
"['TA0005', 'TA0003']",['T1542'],['T1542.005'],"monitor change boot information including system uptime, image booted, startup configuration determine result consistent expected behavior environment."
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.006'],monitor change environment variable file associated loading shared library as?ld_preload?on linux and?dyld_insert_libraries macos.
"['TA0005', 'TA0004']",['T1548'],['T1548.006'],"monitor change file associated tcc settings, /library/application support/com.apple.tcc/tcc.db overwrites file."
"['TA0003', 'TA0004']",['T1543'],['T1543'],monitor change file associated system-level processes.
['TA0005'],['T1070'],['T1070.010'],monitor change file may highlight malware otherwise potentially malicious payload copied different file/folder location host.
"['TA0005', 'TA0003', 'TA0006']",['T1556'],['T1556.001'],monitor change function exported authentication-related system dlls (such cryptdll.dll samsrv.dll).
"['TA0003', 'TA0004']",['T1037'],['T1037.002'],"monitor change login hook file (/library/preferences/com.apple.loginwindow.plist), especially unusual account outside normal administration duties."
['TA0005'],['T1666'],['T1666'],"monitor change resource groups, creating new resource group leaving top-level management groups."
"['TA0003', 'TA0004']",['T1543'],['T1543'],"monitor change system process correlate known software, patch cycles, , including comparing result trusted system baseline."
['TA0005'],['T1578'],['T1578'],monitor change tenant-level setting subscription enabled regions.
"['TA0003', 'TA0004']",['T1543'],['T1543'],monitor change window registry key and/or value may create modify system-level process repeatedly execute malicious payload part persistence.
"['TA0003', 'TA0004']",['T1546'],['T1546.011'],monitor change window registry key and/or value may establish persistence and/or elevate privilege executing malicious content triggered application shims.
['TA0006'],['T1111'],['T1111'],"monitor change window registry key value may target multi-factor authentication mechanisms, smart cards, gain access credential used access systems, services, network resources."
['TA0010'],['T1567'],['T1567.002'],monitor cloud storage data exfiltration.
['TA0005'],['T1620'],['T1620'],"monitor code artifact associated reflectively loading code, abuse .net function assembly.load() native api function createthread(), memfd_create(), execve(), and/or execveat()."
"['TA0002', 'TA0003', 'TA0004']",['T1053'],['T1053.005'],monitor command executed via schtasks utility related task scheduling.
['TA0005'],['T1562'],['T1562.010'],monitor command activity may indicative attempt abuse older deprecated technology (ex: powershell ?cv 2).
['TA0005'],['T1564'],['T1564.006'],monitor command enable hypervisors hyper-v.
['TA0005'],['T1647'],['T1647'],"monitor command argument (such opening common command-line editors) used modify plist files, especially commonly abused file \~/launchagents, \~/library/application support/com.apple.backgroundtaskmanagementagent/backgrounditems.btm, application's info.plist."
['TA0005'],['T1553'],['T1553.004'],"monitor commands, security add-trusted-cert (macos) certutil -addstore (windows), used install root certificates."
['TA0040'],['T1496'],['T1496.001'],monitor common cryptomining file local system may indicate compromise resource usage.
['TA0040'],['T1496'],['T1496'],monitor common cryptomining proxyware file local system may indicate compromise resource usage.
['TA0040'],['T1496'],['T1496'],monitor common cryptomining proxyware software process name may indicate compromise resource usage.
['TA0040'],['T1496'],['T1496.001'],monitor common cryptomining software process name may indicate compromise resource usage.
['TA0005'],['T1036'],['T1036.002'],"monitor common format rtlo character within filename \u202e, [u+202e], %e2%80%ae."
['TA0040'],['T1496'],['T1496.002'],monitor common proxyware file local system may indicate compromise resource usage.
['TA0040'],['T1496'],['T1496.002'],monitor common proxyware software process name may indicate compromise resource usage.
"['TA0002', 'TA0003', 'TA0004']",['T1053'],['T1053.007'],monitor container creation event within kubernetes clusters.
['TA0005'],['T1564'],['T1564.001'],"monitor contextual data file, may include information name, content (ex: signature, headers, data/media), user/owner, permission may set file directory hidden evade detection mechanisms."
['TA0005'],['T1564'],['T1564'],"monitor contextual data file, may include information name, content (ex: signature, headers, data/media), user/owner, permission may attempt hide artifact associated behavior evade detection."
"['TA0005', 'TA0003', 'TA0004']","['T1036', 'T1027', 'T1055', 'T1546']","['T1027.004', 'T1055', 'T1546', 'T1036.007']","monitor contextual data file, may include information name, content (ex: signature, headers, data/media), user/owner, permissions,"
['TA0040'],['T1565'],['T1565.003'],"monitor contextual data file, may include information name, content (ex: signature, headers, data/media), user/owner, permissions, etc would aid manipulation data hide activity"
['TA0005'],['T1564'],['T1564.004'],"monitor contextual data file, may include information name, content (ex: signature, headers, data/media), user/owner, permissions, may use ntfs file attribute hide malicious data order evade detection."
['TA0007'],['T1518'],['T1518.001'],"monitor contextual data firewall activity around name, policy, status"
['TA0007'],['T1069'],['T1069'],monitor contextual data group describes group activity around it.
['TA0042'],"['T1588', 'T1587']","['T1587.001', 'T1588.002', 'T1588.001']","monitor contextual data malicious payload, compilation times, file hashes, well watermark identifiable configuration information."
['TA0005'],['T1036'],['T1036.004'],"monitor contextual data scheduled job, may include information name, timing, command(s),"
['TA0005'],['T1036'],['T1036'],"monitor contextual data service/daemon, may include information name, service executable, start type,"
['TA0042'],['T1583'],['T1583'],"monitor contextual data internet-facing resource gathered scan, running service port may buy, lease, rent infrastructure used targeting."
['TA0042'],['T1584'],['T1584'],"monitor contextual data internet-facing resource gathered scan, running service port may compromise third-party infrastructure used targeting."
['TA0007'],['T1201'],['T1201'],monitor contextual data account may attempt access detailed information password policy used within enterprise network cloud environment.
['TA0005'],['T1564'],['T1564'],"monitor contextual data account, may include username, user id, environmental data may attempt hide artifact associated behavior evade detection."
['TA0005'],['T1564'],['T1564.002'],"monitor contextual data account, may include username, user id, environmental data may mask presence user account create modify."
"['TA0005', 'TA0004']",['T1134'],['T1134'],"monitor contextual data account, may include username, user id, environmental data, may modify access token operate different user system security context perform action bypass access controls."
['TA0008'],['T1570'],['T1570'],monitor contextual data named pipe system.
['TA0005'],['T1070'],['T1070'],"monitor contextual file data may show sign deletion alter generated artifact host system, including log captured file quarantined malware."
['TA0005'],['T1218'],['T1218.014'],monitor creation use .msc files.
['TA0006'],['T1606'],['T1606.002'],monitor creation access token using saml token corresponding 4769 1200 event domain.
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.010'],monitor creation binary service executables occur regular software update update scheduled organization.
